1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0132 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0132 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2027 -0.1081 0.4653	2 -0.1931 0.0133 0.0854	
1 -2.2249 -0.1202 0.4658	2 -0.1931 0.0133 0.0854	
1 -2.2246 -0.1184 0.4646	2 -0.1931 0.0133 0.0854	
1 -2.2236 -0.1173 0.4633	2 -0.1931 0.0133 0.0854	
1 -2.2209 -0.1167 0.462	2 -0.1931 0.0133 0.0854	
1 -2.2197 -0.1149 0.4606	2 -0.1931 0.0132 0.0854	
1 -2.2177 -0.1138 0.4594	2 -0.1931 0.0133 0.0854	
1 -2.2156 -0.1127 0.458	2 -0.1931 0.0133 0.0854	
1 -2.2141 -0.1114 0.4567	2 -0.1931 0.0133 0.0854	
1 -2.2113 -0.1103 0.4551	2 -0.1931 0.0133 0.0854	
1 -2.2088 -0.1097 0.4537	2 -0.1931 0.0133 0.0854	
1 -2.207 -0.1087 0.4522	2 -0.1931 0.0133 0.0854	
1 -2.2045 -0.1079 0.4507	2 -0.1931 0.0133 0.0854	
1 -2.2028 -0.1072 0.4492	2 -0.1931 0.0133 0.0854	
1 -2.201 -0.1062 0.4477	2 -0.1931 0.0133 0.0854	
1 -2.1985 -0.1058 0.4462	2 -0.1931 0.0133 0.0854	
1 -2.1961 -0.1049 0.4446	2 -0.1931 0.0133 0.0854	
1 -2.1934 -0.1042 0.4431	2 -0.1931 0.0133 0.0854	
1 -2.191 -0.1034 0.4416	2 -0.1931 0.0133 0.0854	
1 -2.1871 -0.1032 0.4401	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1023 0.4387	2 -0.1931 0.0132 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0132 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.1851 -0.1003 0.4375	2 -0.1931 0.0133 0.0854	
1 -2.144 -0.0921 0.415	2 -0.1931 0.0133 0.0854	
1 -2.144 -0.0921 0.415	2 -0.1931 0.0133 0.0854	
1 -2.1178 -0.1032 0.4117	2 -0.1931 0.0133 0.0854	
1 -2.1398 -0.0896 0.4094	2 -0.1931 0.0133 0.0854	
1 -2.1391 -0.0884 0.4074	2 -0.1931 0.0133 0.0854	
1 -2.1383 -0.0873 0.4052	2 -0.1931 0.0133 0.0854	
1 -2.136 -0.0869 0.4028	2 -0.1931 0.0133 0.0854	
1 -2.1338 -0.0866 0.4004	2 -0.1931 0.0133 0.0854	
1 -2.1317 -0.0864 0.3978	2 -0.1931 0.0133 0.0854	
1 -2.1076 -0.0971 0.3948	2 -0.1931 0.0133 0.0854	
1 -2.1282 -0.0853 0.3922	2 -0.1931 0.0133 0.0854	
1 -2.1041 -0.0962 0.3891	2 -0.1931 0.0133 0.0854	
1 -2.1024 -0.0959 0.3861	2 -0.1931 0.0133 0.0854	
1 -2.1005 -0.0954 0.383	2 -0.1931 0.0133 0.0854	
1 -2.0987 -0.0957 0.38	2 -0.1931 0.0133 0.0854	
1 -2.0965 -0.0959 0.3768	2 -0.1931 0.0133 0.0854	
1 -2.0962 -0.0951 0.3734	2 -0.1931 0.0132 0.0854	
1 -2.0938 -0.0955 0.3702	2 -0.1931 0.0133 0.0854	
1 -2.0938 -0.0955 0.3702	2 -0.1931 0.0133 0.0854	
1 -2.0938 -0.0955 0.3702	2 -0.1931 0.0133 0.0854	
1 -2.0938 -0.0955 0.3702	2 -0.1925 0.0125 0.0851	
1 -2.0938 -0.0955 0.3702	2 -0.1931 0.0133 0.0854	
1 -2.1059 -0.0719 0.3512	2 -0.1931 0.0133 0.0854	
1 -2.1059 -0.0719 0.3512	2 -0.1931 0.0133 0.0854	
1 -2.1059 -0.0719 0.3512	2 -0.1931 0.0133 0.0854	
1 -2.0953 -0.0788 0.3405	2 -0.1931 0.0133 0.0854	
1 -2.0944 -0.0789 0.3369	2 -0.1931 0.0133 0.0854	
1 -2.0939 -0.0784 0.3333	2 -0.1931 0.0133 0.0854	
1 -2.0927 -0.0786 0.3297	2 -0.1931 0.0133 0.0854	
1 -2.091 -0.08 0.326	2 -0.1931 0.0133 0.0854	
1 -2.092 -0.0786 0.3223	2 -0.1931 0.0133 0.0854	
1 -2.0891 -0.0806 0.3185	2 -0.1931 0.0133 0.0854	
1 -2.0885 -0.0808 0.3146	2 -0.1931 0.0133 0.0854	
1 -2.087 -0.0809 0.3106	2 -0.1931 0.0133 0.0854	
1 -2.0862 -0.0809 0.3066	2 -0.1931 0.0133 0.0854	
